,label,title,subtitle,num_colors,price,reduced_price,url,description,colors,n_reviews,avg_stars
240,,LeBron Witness 7,Little Kids' Shoes,4 Colors,$85,,https://www.nike.com/t/lebron-witness-7-little-kids-shoes-CT9KvM/DQ8647-003,"From the playground to PE class, the LeBron Witness 7 gives your little one those MVP feels. A lightweight and breathable design helps feet stay cool while they run around. And, we make things super simple with crossing elastic laces and a strap, so your future superstar can feel confident having fun while repping everything LeBron.",Black/Anthracite/White; White/Black/Black/Metallic Silver; Light Orewood Brown/Action Grape/Vivid Orange/Cobalt Bliss; Grey Fog/Cobblestone/Laser Blue/Hyper Pink,23,4.7
241,,Nike Victori One Osaka,Women's Slides,14 Colors,$35,,https://www.nike.com/t/victori-one-osaka-womens-slides-dLThzx/FJ6767-001,"From the beach to the bleachers, the Nike Victori One perfects a classic must-have for sunny days. Lightweight and easy to wear (or pack for your vacay), the soft, responsive foam makes lounging easy. This special print, inspired by Japanese cherry blossoms, brings spring into full bloom.",Black/Mineral Teal/Hot Punch/Barely Volt; Sail/Coconut Milk/Sesame/Sail; Cosmic Fuchsia/Light Bone/Mineral Teal/White; Black/Pink Foam/White; White/Siren Red/Atomic Green/Black; Black/White; Chutney/Black/White; Sea Coral/Coral Chalk/Sail; Black/Black/Black; Black/Black/Metallic Red Bronze; White/White/Black; Barely Rose/Barely Rose/Metallic Silver; Black/Black/White; Black/Black/Light Arctic Pink,0,0
242,,Nike SB Pogo,Skate Shoes (Womens),5 Colors,$90,$67.97,https://www.nike.com/t/sb-pogo-skate-shoes-GxMsNp/DR9114-500,Skate in comfort with the Nike SB Pogo. It delivers a broken-in fit straight out of the box. Its canvas and leather upper ages to perfection. And the raised taping increases control for the perfect flick.,Green Abyss/Desert Ochre/White/Green Abyss; Noise Aqua/Green Abyss/Noise Aqua/Coconut Milk; Black/Hyper Royal/Gum Light Brown/Black; Cave Purple/Cave Purple/White; White/White/Gum Light Brown/Black,2,5
243,,Nike Sunray Protect 2,Baby/Toddler Sandals,1 Color,$36,,https://www.nike.com/t/sunray-protect-2-baby-toddler-sandals-2KTrDX07/943827-605,"Nike Sunray Protect 2 Sandals deliver total toe coverage and outsole traction that's perfect for outdoor play. Hook-and-loop straps make on and off easy, while openings on top promote airflow when little feet get hot.",,475,4.8
244,Sustainable Materials,Nike Omni Multi-Court,Baby/Toddler Shoes,9 Colors,$50,,https://www.nike.com/t/omni-multi-court-baby-toddler-shoes-xqkfzB/DM9028-102,"What’s Omni, you ask? It means universal, inclusive and all. Playtime is about freedom and imagination. As the ultimate play shoe, there are no limits when your kiddo pulls these Nikes on. They’re durable for any indoor surface (hint: helpful for early walkers), and lightweight to make getting around easy.",Cool Grey/Black/Light Crimson/Photo Blue; White/Coral Chalk/Sea Coral/Citron Pulse; White/Pure Platinum/White; Summit White/Citron Tint/Mineral Teal/Cobalt Bliss; Black/Ocean Bliss/Racer Blue/Blue Lightning; Black/Bright Spruce/White/Barely Volt; Pink Foam/Hyper Pink/Medium Soft Pink/White; Black/Anthracite; Black/White,0,0
245,,Nike Offcourt (Kentucky),Slide,1 Color,$40,,https://www.nike.com/t/offcourt-kentucky-slide-DrFtDR/DD0529-002,"Cheer your team to victory in comfort with the Nike Offcourt (Kentucky) Slide. A cushy synthetic leather strap features your team’s logo, while an innovative foam midsole makes this slide so comfy, you’ll never want to take it off.",,3,3.3
246,,Nike Air Penny 2,Men's Shoes,4 Colors,$210,,https://www.nike.com/t/air-penny-2-mens-shoes-LH28Hp/DV7229-700,"Summer is almost here, and these kicks are ready for some sun. Whether you're a hardcore Penny devotee or just looking to refresh your off-court game, the Air Penny 2 is the slick assist your outfit calls for. Echoing the original, we upped the warm-weather vibes with breezy canvas, electric accents and sculpted foam. The iconic “1 Cent” logo finishes your look with our stamp of approval—welcome to the Penny club.",White/Black/Sail/Photon Dust; Wheat Gold/Black/Coconut Milk/Safety Orange; Black/White/Football Grey/Multi-Color; Black/Dark Pony/Sail/Faded Spruce,0,0
247,Sustainable Materials,Nike Crater Impact,Women's Shoes,5 Colors,$105,,https://www.nike.com/t/crater-impact-womens-shoes-zztfgM/CW2386-603,"Nike Crater Impact is part of our sustainability journey to transform trash into shoes that tread a little lighter. Made from at least 25% recycled material by weight, it brings in unique design choices that reduces waste when compared with traditional methods––like an embroidered swoosh, efficient overlays and of course its Crater foam midsole.",Summit White/Platinum Tint/Photon Dust/Grey Fog; Black/Off Noir/Dark Smoke Grey/Iron Grey; Atmosphere/Crimson Bliss/Iris Whisper/Madder Root; Light Soft Pink/Light Silver/Arctic Orange/Smoke Grey; Desert Berry/Mars Stone/Burgundy Crush/Light Silver; Sanddrift/Hemp/Bright Crimson/Black,439,4.7
248,Customize,Nike Gripknit Phantom GX Elite SG-Pro Anti-Clog By You,Custom Soccer Cleats,4 Colors,$305,,https://www.nike.com/u/custom-phantom-elite-low-by-you-10001415/6318486748,"Obsessed with perfecting your craft and on-field look? We design Elite cleats for you and the world’s biggest stars to give you high-level quality, because you demand greatness from yourself and your footwear. Infused with revolutionary Nike Gripknit, these cleats provide better touch on the ball in an intuitive design that's made to optimize performance both when striking and during close control. Make your own style with a ridiculously extensive palette of color options and hit the field with full creative control.",,,
249,,Nike Flex Advance,Little Kids' Shoes,8 Colors,$70,,https://www.nike.com/t/flex-advance-little-kids-shoes-qSNNNF/CZ0186-009,"The Nike Flex Advance is easy as 1, 2, 3. Nike FlyEase technology provides an extra-wide opening so little feet slip right in—seriously, it’s a piece of cake. Criss cross the straps (to help prep kiddos for real laces), and it’s done! They are super-duper flexible, comfy and durable—perfect for little ones to walk, run and play.",Black/University Red/White; Iron Grey/Laser Orange/White/Racer Blue; Violet Frost/Thunder Blue/White/Vivid Purple; Summit White/Pearl Pink/Football Grey/Citron Tint; Phantom/Bright Spruce/Black; Black/White/Stadium Green/Deep Royal Blue; White/Photon Dust/Gridiron/Coral Chalk; Pink Foam/Elemental Pink/White,33,4.5
250,,Jordan ADG 4,Men's Golf Shoes,6 Colors,$185,,https://www.nike.com/t/jordan-adg-4-mens-golf-shoes-zw1ZGK/DM0103-057,"A request from MJ himself, the Jordan ADG 4 infuses an incredibly classic silhouette with retro Jordan flavor. Supple, full-grain leather shows off the iconic elephant print on the heel. The rubber sole has an integrated traction pattern that perfectly pairs the grip you need with the versatility and comfort you want.",Football Grey/Alabaster/White/University Blue; Wolf Grey/Smoke Grey/White; White/Black/White; Grey Fog/Cement Grey/Burnt Sunrise/White; White/Pure Platinum/Fire Red/Black; Black/Cement Grey/Metallic Silver/White,43,4.4
251,Customize,Nike Blazer Low '77 By You,Custom Women's Shoes,6 Colors,$115,,https://www.nike.com/u/custom-nike-blazer-low-77-by-you-10001281/1565896951,"Praised for its classic simplicity and comfort, the original hoops look is now yours to customize. From a variety of materials, including a floral graphic on canvas, to fun-loving summertime colors, it lets you leave your mark. Then dive into the details: laces and a personalized inscription are just some of the options for tailoring your look.",,,
252,,Nike Kawa,Little/Big Kids' Slides,9 Colors,$30,,https://www.nike.com/t/kawa-little-big-kids-slides-VXZxnZ/DD3242-601,"The Nike Kawa Slide is easy to slip on to keep feet happy. Squishy and comfy under your toes, and with a blocky Nike graphic, you’ll never want to take them off.",Summit White/Black/Cobalt Bliss/Picante Red; Black/Vivid Pink; Black/Metallic Gold; Laser Orange/Black/White; Black/White; White/Black; Sunset Pulse/Black/White; Hyper Cobalt/White; University Red/Black/White,31,4.8
253,,Nike Air Presto,Women's Shoe,5 Colors,$135,$114.97,https://www.nike.com/t/air-presto-womens-shoe-LMdjZP/878068-100,The Nike Air Presto Women's Shoe delivers the same unrivaled fit and comfort that marked the 2000 debut of the original.,Hyper Pink/White/Hyper Pink; Black/Racer Blue/Bright Crimson/Hyper Pink; Atomic Green/Black; Black/White/Black; White/White/Pure Platinum,171,4.4
254,,Nike Air Presto,Men's Shoes,10 Colors,$135,,https://www.nike.com/t/air-presto-mens-shoes-JlLlWz/FJ4006-252,"Nothing feels as comfortable as your favorite tee—except for these shoes. Made to feel good and look fast, the Nike Air Presto features a stretchy sleeve with a cozy, sock-like fit. Supersoft foam and an internal Air unit in the heel help cushion your every step. We dare you to take these off.",Hyper Blue/Black/Sky Blue/Chamois; Sesame/White/Black/Bright Mandarin; Black/White/Cobalt Bliss/Action Grape; Tour Yellow/White/Black/Tour Yellow; Smoke Grey/Phantom/Anthracite/Scream Green; Speed Yellow/University Red/White/Black; Multi-Color/Multi-Color; White/Pure Platinum; Black/White/Black; Black/Black/Black,0,0
255,,Freak 4,Big Kids' Basketball Shoes,7 Colors,$105,,https://www.nike.com/t/freak-4-big-kids-basketball-shoes-71pN0L/DQ0553-001,"Put up monster numbers. Feel like an MVP. And now, play like a champ with the Freak 4. Giannis’ 4th signature shoe comes packed with the finest of the Freak’s game. Made to feel ultra-comfy and fast on the court, plus details designed just for the All-Star, carry the swag of everything Giannis when it’s time to hoop.",White/Summit White/Citron Pulse/Hyper Royal; White/Football Grey/Blue Lightning/Fuchsia Dream; Black/Light Smoke Grey/University Blue/White; Wolf Grey/Ice/Cool Grey/White; Vivid Purple/Hyper Pink/Magic Ember/Laser Blue; White/Black/Barely Volt/White; Laser Blue/Light Menta/Glacier Blue/Lilac,8,5
256,,Nike Flex Plus,Little Kids' Shoes,2 Colors,$60,$42.97,https://www.nike.com/t/flex-plus-little-kids-shoes-zKvrRH/CW7429-003,"On your marks! The Nike Flex Plus is built for kiddos who want to run and play all day. With a flexible feel, supersoft cushioning and an easy slip-on design (bye-bye laces!), they're ready to zoom around the playground.",Black/White; Football Grey/Cobalt Bliss/Citron Tint/Cosmic Fuchsia,165,4.8
257,,Nike Pegasus 39 (NFL Green Bay Packers),Men's Road Running Shoes,12 Colors,$140,$98.97,https://www.nike.com/t/pegasus-39-green-bay-packers-mens-road-running-shoes-FMcHZl/DR2044-300,"Running is your daily ritual, with every step taking you closer to your personal goal. Let the Nike Pegasus 39 (NFL Green Bay Packers) help you ascend to new heights with its comfortable, intuitive design. A supportive sensation keeps your foot contained, while underfoot cushioning combines with 2 Zoom Air units to add a pop to your step as you transition from heel to toe. Your trusted workhorse with wings is back—time to fly.",Tough Red/Tough Red/Black/White; Old Royal/Old Royal/University Red/White; Old Royal/Old Royal/University Gold/White; Marine/Marine/University Orange/White; Team Red/Team Red/University Gold/White; Black/Black/Team Gold/White; Fir/Fir/University Gold/White; Sport Teal/Sport Teal/Medium Silver/White; Black/Black/Gym Red/White; Medium Silver/Medium Silver/Battle Blue/White; College Navy/College Navy/Action Green/White; Gym Red/Gym Red/Deep Pewter/White,3,5
258,Sustainable Materials,Nike SuperRep Go 3 Next Nature Flyknit,Men's Training Shoes,10 Colors,$100,$58.97,https://www.nike.com/t/superrep-go-3-next-nature-flyknit-mens-training-shoes-9BPXdD/DH3394-401,"The new Nike SuperRep Go 3 Flyknit Shoe is a radical design story rooted in sustainability and innovation.The zoned Flyknit construction wraps your foot in 360 degrees of comfort and support. A finely ground, reclaimed foam midsole gives you responsive cushioning for high-impact training. The lightweight, packable design lets you keep them close, no matter where your next workout takes you.",Rough Green/Alligator/White/Light Bone; Photon Dust/Sail/Blue Lightning/Anthracite; Cool Grey/Flat Pewter/Light Bone/Photon Dust; Light Smoke Grey/White/University Gold/Photo Blue; Black/Anthracite/White/Pure Platinum; Game Royal/Baltic Blue/Black/Picante Red; Black/Iron Grey/Anthracite; Anthracite/Black/Cool Grey/White; Pure Platinum/Black/Volt/Fuchsia Dream; Wolf Grey/Cool Grey/Armory Navy/Arctic Orange,5,4.6
259,Customize,Nike Air Max 97 By You,Custom Men's Shoe,6 Colors,$205,,https://www.nike.com/u/custom-nike-air-max-97-by-you-10001072/8644817897,"Bring back the nostalgia of long summer days from your childhood with a hot color palette and a wavy mesh that alludes to the mesmerizing optical illusion of heat rising off the blacktop. Classic layers get a new level of appeal with material choices, pop colors and metallic silver that hearkens back to the real OG: Nike Air Max 97 By You.",,,
260,,Nike Icon Classic,Women's Sandals,3 Colors,$65,,https://www.nike.com/t/icon-classic-womens-sandals-c4bCfN/DH0224-200,"Lifted. Classic hoops detailing. Strappy but easy to wear. Check all the boxes in the Nike Icon Classic. Its big, bold midsole wows with comfort. The outsole pattern delivers iconic Air Force 1 vibes, while the multiple hook-and-loop straps add a fearless look. Get ready to shine with this new voice in sandal style.",White/White/Pure Platinum; Black/White/White; Sesame/Chutney/Topaz Gold/White,161,4.5
261,,Nike Offcourt (MLB Cleveland),Slide,28 Colors,$35,,https://www.nike.com/t/offcourt-cleveland-slide-B2ZZsZ/DH6987-001,"Cheer your team to victory in comfort with the Nike Offcourt (MLB Cleveland) Slide. A cushy synthetic leather strap features your team’s logo, while an innovative foam midsole makes this slide so comfy, you’ll never want to take it off.",Black/Dark Cinder/Amarillo/Anthracite; Black/Team Orange/Black/Anthracite; Black/Valor Blue/Midnight Navy/Anthracite; Black/Team Crimson/Team Gold/Anthracite; Black/Sport Red/White/Anthracite; Black/Sport Red/Pitch Blue/Anthracite; Black/Deep Royal Blue/White/Anthracite; Black/Court Purple/Wolf Grey/Anthracite; Black/Sport Red/White/Anthracite; Black/Rush Blue/White/Anthracite; Black/Pitch Blue/Team Orange/Anthracite; Black/Sport Red/Rush Blue/Anthracite; Black/Rush Blue/White/Anthracite; Black/Mardi Gras/White/Anthracite; Black/Sport Red/White/Anthracite; Black/Team Orange/Black/Anthracite; Black/Neptune Blue/Chile Red/Anthracite; Black/Rush Blue/Sport Red/Anthracite; Black/Pitch Blue/White/Anthracite; Black/Sundown/Black/Anthracite; Black/Deep Royal Blue/Sport Red/Anthracite; Black/Midnight Navy/Sport Red/Anthracite; Black/Amarillo/Midnight Navy/Anthracite; Black/Midnight Navy/Team Orange/Anthracite; Black/Rush Blue/Team Orange/Anthracite; Black/Pro Green/Sundown/Anthracite; Black/Pitch Blue/White/Anthracite; Black/University Red/White/Anthracite; Black/White/Black/Anthracite,0,0
262,Sustainable Materials,Nike Force Trout 8 Keystone,Big Kids' Baseball Cleats,4 Colors,$40,,https://www.nike.com/t/force-trout-8-keystone-big-kids-baseball-cleats-8hQ1Df/CZ5910-100,"When it’s game time, lace up in a design that’ll help optimize each tool you have in the toolbox, just like Mike Trout. Feel the spring of the cushioning as you burst out of the batter’s box, and lean into the speed and comfort of the underfoot plate as you scurry into position to rob your opponent of extra bases in the outfield alley.",Yellow Strike/Bright Crimson/Mint Foam/Black; White/Wolf Grey/Pure Platinum/Black; Hyper Royal/Deep Royal Blue/University Blue/White; Black/Dark Smoke Grey/Light Smoke Grey/White,70,4.7
263,,Jordan Flare,Little Kids’ Shoes,2 Colors,$50,,https://www.nike.com/t/jordan-flare-little-kids-shoes-8htvhw/CI7849-100,"Perfect for active kids, the Jordan Flare is light, breathable and comfortable. It's easy to get on, has a heel band to keep it from slipping off and is covered in the front to help prevent toe stubs.",Gym Red/White/Black; Sail/Iron Grey/Light Ash Grey/Black,15,4.6
264,,Air Jordan Dub Zero,Men's Shoes,4 Colors,$160,$112.97,https://www.nike.com/t/air-jordan-dub-zero-mens-shoes-vYVG0Z/311046-160,"Real talk—people are about to start noticing your kicks. Inspired by the AJ4, this remix features laser-etched art on the upper and visible Air in the sole. With its shiny patent leather that wraps around the shoe, the Dub Zero makes sure you catch the spotlight, and the 3D logo on the back lets everyone know who you're reppin'.",White/Metallic Silver/Neutral Grey/Cool Grey; Black/White/Fossil Stone; White/Black/Fire Red; White/Black/Neutral Grey/True Red,368,4.8
265,,NikeCourt Air Zoom Lite 3,Men's Tennis Shoes,4 Colors,$70,,https://www.nike.com/t/nikecourt-air-zoom-lite-3-mens-tennis-shoes-zZtV5H/DV3258-300,"At 1st glance, the Nike Zoom Court Lite 3 looks like a classic tennis shoe. Look closer and you’ll find that it’s anything but. With a springy Zoom Air unit, grippy outsole and an incredibly comfortable, padded collar, it delivers the performance you need to play at your best. We shifted the traditional leather to a cleaner, more minimal finish to help keep you light on your feet.",Mineral Teal/Gridiron/Sail; Black/White; White/Photon Dust/White/Baltic Blue; White/Black,2,5
266,,Nike Offcourt,Women's Slides,4 Colors,$45,,https://www.nike.com/t/offcourt-womens-slides-N330Vh/DV8355-001,"Off the court and into the tropics. These summery slides make a splash wherever you take them. From poolside to seaside, the contoured footbed keeps your foot in place and the padded strap keeps it comfortable. A tropical leaf print has you ready for your vacation—destination Nike.",Black/Cool Grey/White; Pink Blast/Dark Grey/Pink Blast/Black; Black/Summit White/Black; Anthracite/Black/Black,0,0
267,,Nike Vomero 16,Men's Road Running Shoes,5 Colors,$150,,https://www.nike.com/t/vomero-16-mens-road-running-shoes-8zSBBk/DA7245-011,"The Vomero 16 adds responsive ZoomX foam cushioning, bringing an energetic pop to your stride that’s perfect for high mileage on the road. It’s super lightweight, with plenty of stretch and ventilation through the upper. Looking for the right amount of support? We’ve got you covered with an adjustable midfoot band and a stable clip at the heel.",Photon Dust/Light Crimson/White/Black; Midnight Navy/White/Black/Wolf Grey; Anthracite/Black/White/Racer Blue; Bright Crimson/Obsidian/Light Orewood Brown/White; Black/Anthracite/White,219,4.6
268,Best Seller,Nike Air Max 270,Big Kids' Shoes,3 Colors,$130,,https://www.nike.com/t/air-max-270-big-kids-shoes-0NtQHD/943345-103,"Nike's first lifestyle Air Max shoe is everything you imagined with the Nike Air Max 270. What we love most (for obvious reasons): the BIG, bold wraparound 270 Air unit to showcase our greatest technology everywhere you go.",Black/Black; White/Metallic Silver/White; Black/Anthracite/White,1526,4.8
269,Just In,Nike Pegasus 40 By You,Custom Women's Road Running Shoes,6 Colors,$160,,https://www.nike.com/u/custom-pegasus-40-by-you-10001527/6715197741,"A springy ride for every run, the Peg’s familiar, just-for-you feel returns to help you accomplish your goals. This milestone version has the same responsiveness you love, but with better comfort in those sensitive areas of your foot, like the arch and toes. Customize these Pegs by painting them in any way you prefer, choosing from a wheel of cheerful, sunshiny colors and an infinite cache of distinctive summer-themed design options that’ll distinguish you on the road.",,,
270,,Nike Metcon 8 FlyEase,Men's Easy On/Off Training Shoes,2 Colors,$130,,https://www.nike.com/t/metcon-8-flyease-mens-easy-on-off-training-shoes-05VmXt/DO9388-001,"You chase the clock, challenging and encouraging each other all in the name of achieving goals and making gains. Our go-to model for training relies on a lighter, more breathable upper than our previous edition to complement our standards of durability and comfort, so that you can float through your cardio, power through your lifts and dominate your workouts. This version has a collapsible heel that lets you step in without using your hands, then it snaps back up to secure your foot.",Court Purple/Barely Volt/Blackened Blue/Baltic Blue; Black/Dark Smoke Grey/Smoke Grey/White,2,4.5
271,,Nike SB Blazer Court Mid Premium,Skate Shoes,5 Colors,$90,$71.97,https://www.nike.com/t/sb-blazer-court-mid-premium-skate-shoes-ctd4P6/FB1378-408,"With its minimal look and classic materials, the Blazer Court Mid updates the retro hoops vibe for skating. The reinforced ollie zone and flexible, grippy sole help it last through your toughest sessions.",Desert Ochre/Hyper Royal/Gum Yellow/Desert Ochre; Team Red/Black; Dark Marina Blue/Black; Black/Anthracite; Summit White/Summit White,3,5
272,Customize,Nike Air Huarache Craft By You,Custom Women's Shoes,6 Colors,$160,,https://www.nike.com/u/nike-air-huarache-craft-by-you-10001528/2888892936,"We love a DIY craft...Huarache Craft that is. Whether you're feeling totally neon or just want a few pops of color, you can customize your Huarache from heel cage to toe tip. Synthetic suede and cushioned collar add a touch of luxury. Raw edges and recycled materials (like threads in the upper and foam in the inner sleeve) are a visual reminder of your creative spirit.",,,
273,Sustainable Materials,Nike Tanjun,Women's Shoes,5 Colors,$70,,https://www.nike.com/t/tanjun-womens-shoes-lj1St1/DJ6257-001,"Forget the hype. The Nike Tanjun brings you simplicity at its best. Made with at least 20% recycled content and 100% recycled polyester laces, no detail is overlooked on this one. Lightweight. Airy. Comfortable. These are just words. This shoe is all you need.",Black/Barely Volt/Black; Desert Berry/White/Volt/Black; Black/Barely Volt/White/Metallic Red Bronze; Black/Barely Volt/Black/White; Wolf Grey/Barely Volt/Black/White,289,4.4
274,,Nike Air Max 270,Women's Shoes,11 Colors,$160,,https://www.nike.com/t/air-max-270-womens-shoes-Pgb94t/FJ4575-100,"Legendary Air gets lifted. Our first lifestyle Air Max brings you comfort, bold style and 270 degrees of Air to showcase one of our greatest innovations yet. Add a lightweight, airy upper and a low-cut collar and you've got the perfect got-to kicks for everyday fun.",White/Pearl Pink/Football Grey/Medium Soft Pink; Sail/Phantom/Indigo Haze/Oxygen Purple; White/Fuchsia Dream/Active Fuchsia/Bright Crimson; Pure Platinum/Volt/White/Black; Hyper Pink/White/Hyper Pink; White/White/Black; Topaz Gold/Laser Orange/Cobalt Bliss/White; Black/Black/Black; White/Fuchsia Dream/Black; Light Soft Pink/Pink Oxford/Desert Berry/Black; Black/White/Anthracite,0,0
275,,Jordan 1 Retro High OG,Toddler Shoes,1 Color,$70,,https://www.nike.com/t/jordan-1-retro-high-og-toddler-shoes-rVLDAO/AQ2665-404,"The Jordan 1 Retro High OG takes inspiration from the original AJ1. It delivers traction, support and a premium look that's optimized for little feet.",,84,4.9
276,Customize,Nike React Infinity 3 By You,Custom Women's Road Running Shoes,6 Colors,$190,,https://www.nike.com/u/custom-nike-react-infinity-run-3-fk-by-you-10001487/8654911864,"Stay on your feet in a design that has soft and supportive cushioning while catering to your individualistic tastes. You’re the creator with the final say, painting and picking from an extensive pallet of colors and exterior details that suit your distinctive style. Customize it to your liking and feel hopeful about endless possibilities when you hit the open road.",,,
277,,Nike Jr. Zoom Mercurial Vapor 15 Academy TF,Little/Big Kids' Turf Soccer Shoes,4 Colors,$65,,https://www.nike.com/t/jr-zoom-mercurial-vapor-15-academy-tf-little-big-kids-turf-soccer-shoes-1wSLWj/DJ5621-001,"You've got the skills, you've got the game. Now show them off with the Nike Jr. soccer shoes. Pull tabs and dual straps combine for an easy-on design that eliminates the need for laces and helps get you on the pitch fast. But the best part? Zoom Air cushioning under the heel helps add bouncy comfort that lasts all throughout your game.",Metallic Silver/Black/Volt/Volt; Pink Blast/Gridiron/Volt; Black/Summit White/Volt/Dark Smoke Grey; Yellow Strike/Volt Ice/Coconut Milk/Sunset Glow,3,5
278,Customize,Nike Air Max 97 By You,Custom Women's Shoe,6 Colors,$205,,https://www.nike.com/u/custom-nike-air-max-97-by-you-10001073/6977939584,"Bring back the nostalgia of long summer days from your childhood with a hot color palette and a wavy mesh that alludes to the mesmerizing optical illusion of heat rising off the blacktop. Classic layers get a new level of appeal with material choices, pop colors and metallic silver that hearkens back to the real OG: Nike Air Max 97 By You.",,,
279,Best Seller,Nike Court Borough Low 2,Big Kids' Shoes,7 Colors,$65,,https://www.nike.com/t/court-borough-low-2-big-kids-shoes-5n5Wzk/BQ5448-007,"Comfort and style come together in the Nike Court Borough Low 2. The structured, supportive fit has a retro basketball design so you can look like an all-star off the court.",White/Vivid Purple/Metallic Copper; White/Pink Foam; Black/Black/Black; White/White/White; Cobalt Bliss/Pearl Pink/Cosmic Fuchsia/Light Lemon Twist; Summit White/Baltic Blue/Volt; Black/White/University Red,557,4.8
280,,Nike Legend Essential 2,Men's Training Shoes,4 Colors,$65,$45.97,https://www.nike.com/t/legend-essential-2-mens-training-shoes-b2RV7x/CQ9356-034,"The Nike Legend Essential 2 comes equipped with a flat, stable heel, flexibility under the toes and side-to-side support. With tons of grip, you’re ready to lift, HIIT, conquer a class or get stronger at the machines.",Black/Obsidian/Wolf Grey/Racer Blue; Black/University Red/White/Black; Pure Platinum/White/Black; Black/Metallic Silver/White,0,0
281,,Nike Air Max 270 G,Golf Shoe,2 Colors,$150,$105.97,https://www.nike.com/t/air-max-270-g-golf-shoe-GVHWZK/CK6483-106,"Look legendary in the Nike Air Max 270 G. The silhouette is a stitch-for-stitch reconstruction of the original big Air icon, with the addition of breathable mesh and innovative traction that performs at the highest level of play.",White/Racer Blue/Pure Platinum/Black; Black/Hot Punch/White,202,4.1
282,,KD Trey 5 X,Basketball Shoes,11 Colors,$95,$65.97,https://www.nike.com/t/kd-trey-5-x-basketball-shoes-cNfPMN/DD9538-012,"With its lightweight upper and plush support system, the KD Trey 5 X can help you float like KD, waiting for the perfect moment to drive to the hoop. A secure midfoot strap is suited for scoring binges and defensive stands, so that you can lock in and keep winning.",White/Black/Wolf Grey/Volt; Phantom/Green Strike/Light Orewood Brown/Earth; Black/Bright Crimson/White/University Red; Wolf Grey/Cool Grey/Black/White; University Red/Midnight Navy/Light Orewood Brown/Metallic Gold; White/Laser Orange/Phantom/Hot Punch; Black/Peach Cream/Green Glow/Vivid Purple; Black/Light Crimson/Royal Tint; Wolf Grey/Barely Volt/Bright Crimson/White; Particle Grey/Lilac/Violet Frost/Football Grey; Black/Volt/White,79,4.7
283,Sustainable Materials,Nike Zoom SuperRep 4 Next Nature,Women’s HIIT Class Shoes,7 Colors,$130,,https://www.nike.com/t/zoom-superrep-4-next-nature-womens-hiit-class-shoes-Q9thvJ/DO9837-002,"The quad-burning box jumps that bring your “why” into focus. The sweat-soaked super-sets that leave you grabbing your tights. This is what you live for: the struggle, the moment of truth, the breakthrough, the transformation. Designed for quick bursts of force, heart-thumping tempo changes and fast-paced workouts, this trainer helps push you to fresh HIIT heights.",Coral Chalk/Sail/Oxygen Purple/Black; White/Light Smoke Grey/Picante Red/Black; Desert Berry/Photon Dust/Light Smoke Grey/White; Football Grey/Blue Whisper/Medium Soft Pink/White; White/Multi-Color/White/Black; Pink Oxford/Sail/Sanddrift/White; Black/Iron Grey/Photon Dust/White,24,4.2
284,,Nike Air Max 90 SE,Men's Shoes,1 Color,$140,$98.97,https://www.nike.com/t/air-max-90-se-mens-shoes-HGRgHn/DV1734-100,"Step into the history books. These special edition kicks pay homage to Frank Rudy, the man who created the coveted cornerstone of cushioning—Air. From the see-through ""Air pocket"" heel logo to ""Est. 1990"" proudly stamped on the Air unit, celebrate Frank's legacy with fun details that deliver a lesson in comfort.",Summit White/White/Lemon Wash/White; Design your own Nike By You product,1,5
285,,Nike Air More Uptempo x Serena Williams Design Crew,Shoes,1 Color,$180,,https://www.nike.com/t/air-more-uptempo-x-serena-williams-design-crew-shoes-tJvj1B/DX4219-400,"Ready to excite? Celebrating Serena's penchant for flair (specifically that on-court, denim skirt moment), this fresh take on on the coveted hoops icon flawlessly blends fashion with sport. From the raw-edged, hemp upper to the metallic lace hooks to the Swoosh, you'll be sure to awe the crowd with these denim-inspired details.",,1,5
286,,Nike Air Force 1 Unity,Big Kids' Shoes,2 Colors,$100,$68.97,https://www.nike.com/t/air-force-1-unity-big-kids-shoes-3BPWF0/DQ6029-102,"No bigger legend in the sneaker game. 40 years of popularity and stronger than ever—the Nike Air Force 1 Unity celebrates a favorite of multiple generations. The AF1 was an innovator when first introduced in 1982, and now we push the boundaries again. The design pays tribute to the past, and honors why we still love it today. It's all about unity and a community built by an icon.",White/Pure Platinum/Metallic Silver/Wolf Grey; Sail/Phantom/Light Cream/White,0,0
287,,Nike Pegasus FlyEase,Men's Easy On/Off Road Running Shoes,1 Color,$130,$91.97,https://www.nike.com/t/pegasus-flyease-mens-easy-on-off-road-running-shoes-GCZ6Sx/DZ4847-001,"Let the Nike Pegasus FlyEase help you ascend to new heights. Designed to offer a balanced and energized ride for any run, they provide a supportive sensation that helps your foot feel contained. Plus, Nike FlyEase technology acts as a strap, helping secure your fit and making these easy to take on and off. Zoom Air units in the forefoot and heel help add a pop to your stride as you transition from heel to toe while bursts of bright colors throughout the sleek black upper bring fresh energy to your run. Your trusted workhorse with wings is back. Time to fly.",,1,5
